Client_ID,Risk_Profile,Target_Equity,Target_Debt,Target_Cash
C3644,Conservative,40,40,20
C3645,Conservative,40,40,20
C3646,Aggressive,80,15,5
C3647,Conservative,40,40,20
C3648,Aggressive,80,15,5
C3649,Conservative,40,40,20
C3650,Aggressive,80,15,5
C3651,Aggressive,80,15,5
C3652,Moderate,60,30,10
C3653,Conservative,40,40,20
C3654,Conservative,40,40,20
C3655,Moderate,60,30,10
C3656,Moderate,60,30,10
C3657,Aggressive,80,15,5
C3658,Moderate,60,30,10
C3659,Conservative,40,40,20
C3660,Conservative,40,40,20
C3661,Aggressive,80,15,5
C3662,Moderate,60,30,10
C3663,Moderate,60,30,10
C3664,Conservative,40,40,20
C3665,Moderate,60,30,10
C3666,Aggressive,80,15,5
C3667,Conservative,40,40,20
C3668,Conservative,40,40,20
C3669,Moderate,60,30,10
C3670,Conservative,40,40,20
C3671,Aggressive,80,15,5
C3672,Aggressive,80,15,5
C3673,Aggressive,80,15,5
C3674,Moderate,60,30,10
C3675,Aggressive,80,15,5
C3676,Conservative,40,40,20
C3677,Moderate,60,30,10
C3678,Conservative,40,40,20
C3679,Conservative,40,40,20
C3680,Aggressive,80,15,5
C3681,Conservative,40,40,20
C3682,Moderate,60,30,10
C3683,Conservative,40,40,20
C3684,Aggressive,80,15,5
C3685,Aggressive,80,15,5
C3686,Moderate,60,30,10
C3687,Moderate,60,30,10
C3688,Moderate,60,30,10
C3689,Moderate,60,30,10
C3690,Aggressive,80,15,5
C3691,Conservative,40,40,20
C3692,Moderate,60,30,10
C3693,Aggressive,80,15,5
C3694,Conservative,40,40,20
C3695,Conservative,40,40,20
C3696,Moderate,60,30,10
C3697,Conservative,40,40,20
C3698,Conservative,40,40,20
C3699,Aggressive,80,15,5
C3700,Moderate,60,30,10
C3701,Aggressive,80,15,5
C3702,Moderate,60,30,10
C3703,Moderate,60,30,10
C3704,Aggressive,80,15,5
C3705,Conservative,40,40,20
C3706,Moderate,60,30,10
C3707,Moderate,60,30,10
C3708,Aggressive,80,15,5
C3709,Moderate,60,30,10
C3710,Moderate,60,30,10
C3711,Aggressive,80,15,5
C3712,Moderate,60,30,10
C3713,Conservative,40,40,20
C3714,Conservative,40,40,20
C3715,Aggressive,80,15,5
C3716,Conservative,40,40,20
C3717,Moderate,60,30,10
C3718,Conservative,40,40,20
C3719,Conservative,40,40,20
C3720,Conservative,40,40,20
C3721,Conservative,40,40,20
C3722,Conservative,40,40,20
C3723,Aggressive,80,15,5
C3724,Conservative,40,40,20
C3725,Aggressive,80,15,5
C3726,Aggressive,80,15,5
C3727,Conservative,40,40,20
C3728,Aggressive,80,15,5
C3729,Moderate,60,30,10
C3730,Moderate,60,30,10
C3731,Moderate,60,30,10
C3732,Conservative,40,40,20
C3733,Moderate,60,30,10
C3734,Aggressive,80,15,5
C3735,Moderate,60,30,10
C3736,Moderate,60,30,10
C3737,Moderate,60,30,10
C3738,Aggressive,80,15,5
C3739,Moderate,60,30,10
C3740,Moderate,60,30,10
C3741,Aggressive,80,15,5
C3742,Conservative,40,40,20
C3743,Conservative,40,40,20
C3744,Moderate,60,30,10
C3745,Aggressive,80,15,5
C3746,Moderate,60,30,10
C3747,Conservative,40,40,20
C3748,Moderate,60,30,10
C3749,Aggressive,80,15,5
C3750,Moderate,60,30,10
C3751,Conservative,40,40,20
C3752,Aggressive,80,15,5
C3753,Conservative,40,40,20
C3754,Conservative,40,40,20
C3755,Conservative,40,40,20
C3756,Conservative,40,40,20
C3757,Aggressive,80,15,5
C3758,Aggressive,80,15,5
C3759,Moderate,60,30,10
C3760,Aggressive,80,15,5
C3761,Aggressive,80,15,5
C3762,Moderate,60,30,10
C3763,Conservative,40,40,20
C3764,Conservative,40,40,20
C3765,Aggressive,80,15,5
C3766,Conservative,40,40,20
C3767,Conservative,40,40,20
C3768,Moderate,60,30,10
C3769,Moderate,60,30,10
C3770,Aggressive,80,15,5
C3771,Moderate,60,30,10
C3772,Conservative,40,40,20
C3773,Moderate,60,30,10
C3774,Moderate,60,30,10
C3775,Aggressive,80,15,5
C3776,Moderate,60,30,10
C3777,Moderate,60,30,10
C3778,Moderate,60,30,10
C3779,Aggressive,80,15,5
C3780,Moderate,60,30,10
C3781,Moderate,60,30,10
C3782,Aggressive,80,15,5
C3783,Aggressive,80,15,5
C3784,Moderate,60,30,10
C3785,Moderate,60,30,10
C3786,Moderate,60,30,10
C3787,Moderate,60,30,10
C3788,Conservative,40,40,20
C3789,Aggressive,80,15,5
C3790,Conservative,40,40,20
C3791,Aggressive,80,15,5
C3792,Aggressive,80,15,5
C3793,Conservative,40,40,20
C3794,Conservative,40,40,20
C3795,Moderate,60,30,10
C3796,Conservative,40,40,20
C3797,Conservative,40,40,20
C3798,Conservative,40,40,20
C3799,Moderate,60,30,10
C3800,Moderate,60,30,10
C3801,Moderate,60,30,10
C3802,Moderate,60,30,10
C3803,Moderate,60,30,10
C3804,Aggressive,80,15,5
C3805,Conservative,40,40,20
C3806,Conservative,40,40,20
C3807,Aggressive,80,15,5
C3808,Conservative,40,40,20
C3809,Moderate,60,30,10
C3810,Conservative,40,40,20
C3811,Moderate,60,30,10
C3812,Moderate,60,30,10
C3813,Conservative,40,40,20
C3814,Aggressive,80,15,5
C3815,Aggressive,80,15,5
C3816,Conservative,40,40,20
C3817,Conservative,40,40,20
C3818,Aggressive,80,15,5
C3819,Aggressive,80,15,5
C3820,Aggressive,80,15,5
C3821,Moderate,60,30,10
C3822,Moderate,60,30,10
C3823,Conservative,40,40,20
C3824,Conservative,40,40,20
C3825,Conservative,40,40,20
C3826,Aggressive,80,15,5
C3827,Moderate,60,30,10
C3828,Moderate,60,30,10
C3829,Conservative,40,40,20
C3830,Conservative,40,40,20
C3831,Moderate,60,30,10
C3832,Conservative,40,40,20
C3833,Moderate,60,30,10
C3834,Aggressive,80,15,5
C3835,Conservative,40,40,20
C3836,Moderate,60,30,10
C3837,Aggressive,80,15,5
C3838,Aggressive,80,15,5
C3839,Conservative,40,40,20
C3840,Conservative,40,40,20
C3841,Conservative,40,40,20
C3842,Moderate,60,30,10
C3843,Aggressive,80,15,5
C3844,Moderate,60,30,10
C3845,Moderate,60,30,10
C3846,Moderate,60,30,10
C3847,Aggressive,80,15,5
C3848,Moderate,60,30,10
C3849,Conservative,40,40,20
C3850,Moderate,60,30,10
C3851,Moderate,60,30,10
C3852,Moderate,60,30,10
C3853,Moderate,60,30,10
C3854,Conservative,40,40,20
C3855,Moderate,60,30,10
C3856,Moderate,60,30,10
C3857,Moderate,60,30,10
C3858,Moderate,60,30,10
C3859,Conservative,40,40,20
C3860,Conservative,40,40,20
C3861,Moderate,60,30,10
C3862,Moderate,60,30,10
C3863,Conservative,40,40,20
C3864,Conservative,40,40,20
C3865,Moderate,60,30,10
C3866,Moderate,60,30,10
C3867,Conservative,40,40,20
C3868,Moderate,60,30,10
C3869,Moderate,60,30,10
C3870,Aggressive,80,15,5
C3871,Conservative,40,40,20
C3872,Aggressive,80,15,5
C3873,Aggressive,80,15,5
C3874,Aggressive,80,15,5
C3875,Conservative,40,40,20
C3876,Conservative,40,40,20
C3877,Aggressive,80,15,5
C3878,Moderate,60,30,10
C3879,Moderate,60,30,10
C3880,Moderate,60,30,10
C3881,Conservative,40,40,20
C3882,Moderate,60,30,10
C3883,Conservative,40,40,20
C3884,Conservative,40,40,20
C3885,Aggressive,80,15,5
C3886,Conservative,40,40,20
C3887,Moderate,60,30,10
C3888,Aggressive,80,15,5
C3889,Moderate,60,30,10
C3890,Moderate,60,30,10
C3891,Conservative,40,40,20
C3892,Aggressive,80,15,5
C3893,Aggressive,80,15,5
C3894,Aggressive,80,15,5
C3895,Conservative,40,40,20
C3896,Moderate,60,30,10
C3897,Conservative,40,40,20
C3898,Moderate,60,30,10
C3899,Conservative,40,40,20
C3900,Aggressive,80,15,5
C3901,Conservative,40,40,20
C3902,Conservative,40,40,20
C3903,Conservative,40,40,20
C3904,Conservative,40,40,20
C3905,Aggressive,80,15,5
C3906,Moderate,60,30,10
C3907,Conservative,40,40,20
C3908,Conservative,40,40,20
C3909,Aggressive,80,15,5
C3910,Conservative,40,40,20
C3911,Moderate,60,30,10
C3912,Conservative,40,40,20
C3913,Aggressive,80,15,5
C3914,Aggressive,80,15,5
C3915,Conservative,40,40,20
C3916,Moderate,60,30,10
C3917,Aggressive,80,15,5
C3918,Moderate,60,30,10
C3919,Moderate,60,30,10
C3920,Aggressive,80,15,5
C3921,Conservative,40,40,20
C3922,Aggressive,80,15,5
C3923,Conservative,40,40,20
C3924,Aggressive,80,15,5
C3925,Aggressive,80,15,5
C3926,Conservative,40,40,20
C3927,Aggressive,80,15,5
C3928,Conservative,40,40,20
C3929,Moderate,60,30,10
C3930,Moderate,60,30,10
C3931,Conservative,40,40,20
C3932,Conservative,40,40,20
C3933,Conservative,40,40,20
C3934,Moderate,60,30,10
C3935,Moderate,60,30,10
C3936,Aggressive,80,15,5
C3937,Aggressive,80,15,5
C3938,Moderate,60,30,10
C3939,Aggressive,80,15,5
C3940,Moderate,60,30,10
C3941,Conservative,40,40,20
C3942,Conservative,40,40,20
C3943,Conservative,40,40,20
C3944,Aggressive,80,15,5
C3945,Aggressive,80,15,5
C3946,Conservative,40,40,20
C3947,Conservative,40,40,20
C3948,Moderate,60,30,10
C3949,Aggressive,80,15,5
C3950,Conservative,40,40,20
C3951,Conservative,40,40,20
C3952,Aggressive,80,15,5
C3953,Moderate,60,30,10
C3954,Conservative,40,40,20
C3955,Conservative,40,40,20
C3956,Moderate,60,30,10
C3957,Moderate,60,30,10
C3958,Conservative,40,40,20
C3959,Conservative,40,40,20
C3960,Conservative,40,40,20
C3961,Conservative,40,40,20
C3962,Aggressive,80,15,5
C3963,Conservative,40,40,20
C3964,Moderate,60,30,10
C3965,Conservative,40,40,20
C3966,Aggressive,80,15,5
C3967,Moderate,60,30,10
C3968,Conservative,40,40,20
C3969,Conservative,40,40,20
C3970,Moderate,60,30,10
C3971,Moderate,60,30,10
C3972,Conservative,40,40,20
C3973,Conservative,40,40,20
C3974,Moderate,60,30,10
C3975,Aggressive,80,15,5
C3976,Moderate,60,30,10
C3977,Aggressive,80,15,5
C3978,Conservative,40,40,20
C3979,Aggressive,80,15,5
C3980,Aggressive,80,15,5
C3981,Conservative,40,40,20
C3982,Aggressive,80,15,5
C3983,Moderate,60,30,10
C3984,Conservative,40,40,20
C3985,Aggressive,80,15,5
C3986,Aggressive,80,15,5
C3987,Conservative,40,40,20
C3988,Aggressive,80,15,5
C3989,Conservative,40,40,20
C3990,Aggressive,80,15,5
C3991,Conservative,40,40,20
C3992,Moderate,60,30,10
C3993,Moderate,60,30,10
C3994,Aggressive,80,15,5
C3995,Moderate,60,30,10
C3996,Aggressive,80,15,5
C3997,Moderate,60,30,10
C3998,Conservative,40,40,20
C3999,Moderate,60,30,10
C4000,Conservative,40,40,20
C4001,Conservative,40,40,20
C4002,Moderate,60,30,10
C4003,Moderate,60,30,10
C4004,Aggressive,80,15,5
C4005,Aggressive,80,15,5
C4006,Moderate,60,30,10
C4007,Conservative,40,40,20
C4008,Conservative,40,40,20
C4009,Moderate,60,30,10
C4010,Aggressive,80,15,5
C4011,Moderate,60,30,10
C4012,Moderate,60,30,10
C4013,Conservative,40,40,20
C4014,Conservative,40,40,20
C4015,Moderate,60,30,10
C4016,Conservative,40,40,20
C4017,Aggressive,80,15,5
C4018,Aggressive,80,15,5
C4019,Moderate,60,30,10
C4020,Moderate,60,30,10
C4021,Aggressive,80,15,5
C4022,Aggressive,80,15,5
C4023,Moderate,60,30,10
C4024,Moderate,60,30,10
C4025,Aggressive,80,15,5
C4026,Moderate,60,30,10
C4027,Conservative,40,40,20
C4028,Moderate,60,30,10
C4029,Conservative,40,40,20
C4030,Aggressive,80,15,5
C4031,Moderate,60,30,10
C4032,Moderate,60,30,10
C4033,Moderate,60,30,10
C4034,Conservative,40,40,20
C4035,Conservative,40,40,20
C4036,Moderate,60,30,10
C4037,Moderate,60,30,10
C4038,Aggressive,80,15,5
C4039,Moderate,60,30,10
C4040,Conservative,40,40,20
C4041,Conservative,40,40,20
C4042,Moderate,60,30,10
C4043,Moderate,60,30,10
C4044,Aggressive,80,15,5
C4045,Aggressive,80,15,5
C4046,Moderate,60,30,10
C4047,Conservative,40,40,20
C4048,Aggressive,80,15,5
C4049,Aggressive,80,15,5
C4050,Aggressive,80,15,5
C4051,Aggressive,80,15,5
C4052,Aggressive,80,15,5
C4053,Aggressive,80,15,5
C4054,Aggressive,80,15,5
C4055,Moderate,60,30,10
C4056,Moderate,60,30,10
C4057,Conservative,40,40,20
C4058,Conservative,40,40,20
C4059,Aggressive,80,15,5
C4060,Moderate,60,30,10
C4061,Moderate,60,30,10
C4062,Moderate,60,30,10
C4063,Moderate,60,30,10
C4064,Conservative,40,40,20
C4065,Moderate,60,30,10
C4066,Conservative,40,40,20
C4067,Conservative,40,40,20
C4068,Conservative,40,40,20
C4069,Aggressive,80,15,5
C4070,Conservative,40,40,20
C4071,Conservative,40,40,20
C4072,Aggressive,80,15,5
C4073,Moderate,60,30,10
C4074,Moderate,60,30,10
C4075,Conservative,40,40,20
C4076,Conservative,40,40,20
C4077,Aggressive,80,15,5
C4078,Moderate,60,30,10
C4079,Aggressive,80,15,5
C4080,Moderate,60,30,10
C4081,Aggressive,80,15,5
C4082,Moderate,60,30,10
C4083,Moderate,60,30,10
C4084,Conservative,40,40,20
C4085,Moderate,60,30,10
C4086,Conservative,40,40,20
C4087,Moderate,60,30,10
C4088,Aggressive,80,15,5
C4089,Moderate,60,30,10
C4090,Aggressive,80,15,5
C4091,Moderate,60,30,10
C4092,Aggressive,80,15,5
C4093,Conservative,40,40,20
C4094,Conservative,40,40,20
C4095,Conservative,40,40,20
C4096,Aggressive,80,15,5
C4097,Moderate,60,30,10
C4098,Aggressive,80,15,5
C4099,Aggressive,80,15,5
C4100,Aggressive,80,15,5
C4101,Moderate,60,30,10
C4102,Moderate,60,30,10
C4103,Conservative,40,40,20
C4104,Aggressive,80,15,5
C4105,Aggressive,80,15,5
C4106,Conservative,40,40,20
C4107,Moderate,60,30,10
C4108,Aggressive,80,15,5
C4109,Aggressive,80,15,5
C4110,Aggressive,80,15,5
C4111,Moderate,60,30,10
C4112,Conservative,40,40,20
C4113,Aggressive,80,15,5
C4114,Conservative,40,40,20
C4115,Conservative,40,40,20
C4116,Aggressive,80,15,5
C4117,Conservative,40,40,20
C4118,Aggressive,80,15,5
C4119,Moderate,60,30,10
C4120,Aggressive,80,15,5
C4121,Conservative,40,40,20
C4122,Moderate,60,30,10
C4123,Aggressive,80,15,5
C4124,Moderate,60,30,10
C4125,Aggressive,80,15,5
C4126,Aggressive,80,15,5
C4127,Conservative,40,40,20
C4128,Conservative,40,40,20
C4129,Conservative,40,40,20
C4130,Conservative,40,40,20
C4131,Conservative,40,40,20
C4132,Moderate,60,30,10
C4133,Aggressive,80,15,5
C4134,Moderate,60,30,10
C4135,Conservative,40,40,20
C4136,Conservative,40,40,20
C4137,Conservative,40,40,20
C4138,Moderate,60,30,10
C4139,Aggressive,80,15,5
C4140,Aggressive,80,15,5
C4141,Conservative,40,40,20
C4142,Aggressive,80,15,5
C4143,Aggressive,80,15,5
C4144,Moderate,60,30,10
C4145,Moderate,60,30,10
C4146,Moderate,60,30,10
C4147,Conservative,40,40,20
C4148,Moderate,60,30,10
C4149,Aggressive,80,15,5
C4150,Moderate,60,30,10
C4151,Aggressive,80,15,5
C4152,Aggressive,80,15,5
C4153,Moderate,60,30,10
C4154,Aggressive,80,15,5
C4155,Moderate,60,30,10
C4156,Moderate,60,30,10
C4157,Conservative,40,40,20
C4158,Moderate,60,30,10
C4159,Moderate,60,30,10
C4160,Aggressive,80,15,5
C4161,Aggressive,80,15,5
C4162,Moderate,60,30,10
C4163,Moderate,60,30,10
C4164,Aggressive,80,15,5
C4165,Aggressive,80,15,5
C4166,Moderate,60,30,10
C4167,Moderate,60,30,10
C4168,Conservative,40,40,20
C4169,Conservative,40,40,20
C4170,Moderate,60,30,10
C4171,Aggressive,80,15,5
C4172,Aggressive,80,15,5
C4173,Moderate,60,30,10
C4174,Moderate,60,30,10
C4175,Conservative,40,40,20
C4176,Conservative,40,40,20
C4177,Moderate,60,30,10
C4178,Conservative,40,40,20
C4179,Conservative,40,40,20
C4180,Conservative,40,40,20
C4181,Aggressive,80,15,5
C4182,Conservative,40,40,20
C4183,Aggressive,80,15,5
C4184,Conservative,40,40,20
C4185,Moderate,60,30,10
C4186,Aggressive,80,15,5
C4187,Aggressive,80,15,5
C4188,Conservative,40,40,20
C4189,Conservative,40,40,20
C4190,Aggressive,80,15,5
C4191,Moderate,60,30,10
C4192,Aggressive,80,15,5
C4193,Conservative,40,40,20
C4194,Aggressive,80,15,5
C4195,Aggressive,80,15,5
C4196,Aggressive,80,15,5
C4197,Aggressive,80,15,5
C4198,Aggressive,80,15,5
C4199,Conservative,40,40,20
C4200,Conservative,40,40,20
C4201,Moderate,60,30,10
C4202,Conservative,40,40,20
C4203,Moderate,60,30,10
C4204,Aggressive,80,15,5
C4205,Moderate,60,30,10
C4206,Moderate,60,30,10
C4207,Moderate,60,30,10
C4208,Moderate,60,30,10
C4209,Moderate,60,30,10
C4210,Aggressive,80,15,5
C4211,Conservative,40,40,20
C4212,Aggressive,80,15,5
C4213,Moderate,60,30,10
C4214,Moderate,60,30,10
C4215,Moderate,60,30,10
C4216,Moderate,60,30,10
C4217,Aggressive,80,15,5
C4218,Moderate,60,30,10
C4219,Aggressive,80,15,5
C4220,Moderate,60,30,10
C4221,Aggressive,80,15,5
C4222,Moderate,60,30,10
C4223,Moderate,60,30,10
C4224,Conservative,40,40,20
C4225,Conservative,40,40,20
C4226,Aggressive,80,15,5
C4227,Aggressive,80,15,5
C4228,Moderate,60,30,10
C4229,Conservative,40,40,20
C4230,Moderate,60,30,10
C4231,Conservative,40,40,20
C4232,Aggressive,80,15,5
C4233,Moderate,60,30,10
C4234,Moderate,60,30,10
C4235,Aggressive,80,15,5
C4236,Aggressive,80,15,5
C4237,Aggressive,80,15,5
C4238,Aggressive,80,15,5
C4239,Aggressive,80,15,5
C4240,Conservative,40,40,20
C4241,Aggressive,80,15,5
C4242,Moderate,60,30,10
C4243,Conservative,40,40,20
C4244,Moderate,60,30,10
C4245,Moderate,60,30,10
C4246,Conservative,40,40,20
C4247,Conservative,40,40,20
C4248,Moderate,60,30,10
C4249,Moderate,60,30,10
C4250,Aggressive,80,15,5
C4251,Aggressive,80,15,5
C4252,Aggressive,80,15,5
C4253,Conservative,40,40,20
C4254,Aggressive,80,15,5
C4255,Aggressive,80,15,5
C4256,Conservative,40,40,20
C4257,Aggressive,80,15,5
C4258,Moderate,60,30,10
C4259,Conservative,40,40,20
C4260,Moderate,60,30,10
C4261,Aggressive,80,15,5
C4262,Conservative,40,40,20
C4263,Conservative,40,40,20
C4264,Aggressive,80,15,5
C4265,Moderate,60,30,10
C4266,Aggressive,80,15,5
C4267,Conservative,40,40,20
C4268,Aggressive,80,15,5
C4269,Aggressive,80,15,5
C4270,Moderate,60,30,10
C4271,Moderate,60,30,10
C4272,Conservative,40,40,20
C4273,Conservative,40,40,20
C4274,Conservative,40,40,20
C4275,Aggressive,80,15,5
C4276,Moderate,60,30,10
C4277,Conservative,40,40,20
C4278,Moderate,60,30,10
C4279,Aggressive,80,15,5
C4280,Conservative,40,40,20
C4281,Moderate,60,30,10
C4282,Conservative,40,40,20
C4283,Moderate,60,30,10
C4284,Conservative,40,40,20
C4285,Aggressive,80,15,5
C4286,Moderate,60,30,10
C4287,Moderate,60,30,10
C4288,Conservative,40,40,20
C4289,Aggressive,80,15,5
C4290,Moderate,60,30,10
C4291,Conservative,40,40,20
C4292,Conservative,40,40,20
C4293,Conservative,40,40,20
C4294,Aggressive,80,15,5
C4295,Conservative,40,40,20
C4296,Moderate,60,30,10
C4297,Aggressive,80,15,5
C4298,Conservative,40,40,20
C4299,Conservative,40,40,20
C4300,Aggressive,80,15,5
C4301,Aggressive,80,15,5
C4302,Moderate,60,30,10
C4303,Moderate,60,30,10
C4304,Aggressive,80,15,5
C4305,Moderate,60,30,10
C4306,Moderate,60,30,10
C4307,Aggressive,80,15,5
C4308,Conservative,40,40,20
C4309,Conservative,40,40,20
C4310,Aggressive,80,15,5
C4311,Conservative,40,40,20
C4312,Aggressive,80,15,5
C4313,Conservative,40,40,20
C4314,Conservative,40,40,20
C4315,Aggressive,80,15,5
C4316,Moderate,60,30,10
C4317,Conservative,40,40,20
C4318,Conservative,40,40,20
C4319,Aggressive,80,15,5
C4320,Aggressive,80,15,5
C4321,Conservative,40,40,20
C4322,Aggressive,80,15,5
C4323,Aggressive,80,15,5
C4324,Aggressive,80,15,5
C4325,Aggressive,80,15,5
C4326,Conservative,40,40,20
C4327,Conservative,40,40,20
C4328,Aggressive,80,15,5
C4329,Aggressive,80,15,5
C4330,Moderate,60,30,10
C4331,Aggressive,80,15,5
C4332,Moderate,60,30,10
C4333,Moderate,60,30,10
C4334,Conservative,40,40,20
C4335,Aggressive,80,15,5
C4336,Conservative,40,40,20
C4337,Conservative,40,40,20
C4338,Conservative,40,40,20
C4339,Aggressive,80,15,5
C4340,Moderate,60,30,10
C4341,Aggressive,80,15,5
C4342,Moderate,60,30,10
C4343,Conservative,40,40,20
C4344,Conservative,40,40,20
C4345,Conservative,40,40,20
C4346,Moderate,60,30,10
C4347,Conservative,40,40,20
C4348,Moderate,60,30,10
C4349,Conservative,40,40,20
C4350,Conservative,40,40,20
C4351,Aggressive,80,15,5
C4352,Moderate,60,30,10
C4353,Conservative,40,40,20
C4354,Conservative,40,40,20
C4355,Aggressive,80,15,5
C4356,Moderate,60,30,10
C4357,Aggressive,80,15,5
C4358,Moderate,60,30,10
C4359,Conservative,40,40,20
C4360,Aggressive,80,15,5
C4361,Conservative,40,40,20
C4362,Aggressive,80,15,5
C4363,Moderate,60,30,10
C4364,Aggressive,80,15,5
C4365,Conservative,40,40,20
C4366,Moderate,60,30,10
C4367,Aggressive,80,15,5
C4368,Aggressive,80,15,5
C4369,Aggressive,80,15,5
C4370,Moderate,60,30,10
C4371,Conservative,40,40,20
C4372,Moderate,60,30,10
C4373,Moderate,60,30,10
C4374,Conservative,40,40,20
C4375,Moderate,60,30,10
C4376,Moderate,60,30,10
C4377,Moderate,60,30,10
C4378,Moderate,60,30,10
C4379,Moderate,60,30,10
C4380,Aggressive,80,15,5
C4381,Aggressive,80,15,5
C4382,Aggressive,80,15,5
C4383,Moderate,60,30,10
C4384,Moderate,60,30,10
C4385,Conservative,40,40,20
C4386,Aggressive,80,15,5
C4387,Moderate,60,30,10
C4388,Conservative,40,40,20
C4389,Aggressive,80,15,5
C4390,Moderate,60,30,10
C4391,Moderate,60,30,10
C4392,Aggressive,80,15,5
C4393,Conservative,40,40,20
C4394,Conservative,40,40,20
C4395,Moderate,60,30,10
C4396,Moderate,60,30,10
C4397,Moderate,60,30,10
C4398,Aggressive,80,15,5
C4399,Moderate,60,30,10
C4400,Moderate,60,30,10
C4401,Conservative,40,40,20
C4402,Conservative,40,40,20
C4403,Moderate,60,30,10
C4404,Conservative,40,40,20
C4405,Aggressive,80,15,5
C4406,Moderate,60,30,10
C4407,Conservative,40,40,20
C4408,Conservative,40,40,20
C4409,Moderate,60,30,10
C4410,Moderate,60,30,10
C4411,Conservative,40,40,20
C4412,Aggressive,80,15,5
C4413,Moderate,60,30,10
C4414,Conservative,40,40,20
C4415,Conservative,40,40,20
C4416,Conservative,40,40,20
C4417,Aggressive,80,15,5
C4418,Conservative,40,40,20
C4419,Conservative,40,40,20
C4420,Moderate,60,30,10
C4421,Moderate,60,30,10
C4422,Moderate,60,30,10
C4423,Conservative,40,40,20
C4424,Aggressive,80,15,5
C4425,Conservative,40,40,20
C4426,Moderate,60,30,10
C4427,Moderate,60,30,10
C4428,Conservative,40,40,20
C4429,Conservative,40,40,20
C4430,Moderate,60,30,10
C4431,Moderate,60,30,10
C4432,Conservative,40,40,20
C4433,Conservative,40,40,20
C4434,Conservative,40,40,20
C4435,Conservative,40,40,20
C4436,Moderate,60,30,10
C4437,Aggressive,80,15,5
C4438,Conservative,40,40,20
C4439,Moderate,60,30,10
C4440,Conservative,40,40,20
C4441,Aggressive,80,15,5
C4442,Moderate,60,30,10
C4443,Aggressive,80,15,5
C4444,Moderate,60,30,10
C4445,Aggressive,80,15,5
C4446,Conservative,40,40,20
C4447,Conservative,40,40,20
C4448,Moderate,60,30,10
C4449,Aggressive,80,15,5
C4450,Moderate,60,30,10
C4451,Moderate,60,30,10
C4452,Aggressive,80,15,5
C4453,Conservative,40,40,20
C4454,Conservative,40,40,20
C4455,Moderate,60,30,10
C4456,Moderate,60,30,10
C4457,Moderate,60,30,10
C4458,Conservative,40,40,20
C4459,Moderate,60,30,10
C4460,Conservative,40,40,20
C4461,Conservative,40,40,20
C4462,Conservative,40,40,20
C4463,Conservative,40,40,20
C4464,Conservative,40,40,20
C4465,Aggressive,80,15,5
C4466,Moderate,60,30,10
C4467,Aggressive,80,15,5
C4468,Aggressive,80,15,5
C4469,Aggressive,80,15,5
C4470,Moderate,60,30,10
C4471,Conservative,40,40,20
C4472,Moderate,60,30,10
C4473,Conservative,40,40,20
C4474,Aggressive,80,15,5
C4475,Moderate,60,30,10
C4476,Aggressive,80,15,5
C4477,Aggressive,80,15,5
C4478,Moderate,60,30,10
C4479,Aggressive,80,15,5
C4480,Conservative,40,40,20
C4481,Conservative,40,40,20
C4482,Aggressive,80,15,5
C4483,Conservative,40,40,20
C4484,Moderate,60,30,10
C4485,Aggressive,80,15,5
C4486,Aggressive,80,15,5
C4487,Moderate,60,30,10
C4488,Aggressive,80,15,5
C4489,Aggressive,80,15,5
C4490,Moderate,60,30,10
C4491,Moderate,60,30,10
C4492,Conservative,40,40,20
C4493,Moderate,60,30,10
C4494,Moderate,60,30,10
C4495,Moderate,60,30,10
C4496,Moderate,60,30,10
C4497,Aggressive,80,15,5
C4498,Conservative,40,40,20
C4499,Moderate,60,30,10
C4500,Conservative,40,40,20
C4501,Aggressive,80,15,5
C4502,Conservative,40,40,20
C4503,Conservative,40,40,20
C4504,Conservative,40,40,20
C4505,Aggressive,80,15,5
C4506,Conservative,40,40,20
C4507,Conservative,40,40,20
C4508,Moderate,60,30,10
C4509,Aggressive,80,15,5
C4510,Moderate,60,30,10
C4511,Conservative,40,40,20
C4512,Moderate,60,30,10
C4513,Moderate,60,30,10
C4514,Moderate,60,30,10
C4515,Aggressive,80,15,5
C4516,Moderate,60,30,10
C4517,Aggressive,80,15,5
C4518,Conservative,40,40,20
C4519,Aggressive,80,15,5
C4520,Conservative,40,40,20
C4521,Moderate,60,30,10
C4522,Conservative,40,40,20
C4523,Moderate,60,30,10
C4524,Aggressive,80,15,5
C4525,Conservative,40,40,20
C4526,Moderate,60,30,10
C4527,Conservative,40,40,20
C4528,Conservative,40,40,20
C4529,Aggressive,80,15,5
C4530,Aggressive,80,15,5
C4531,Aggressive,80,15,5
C4532,Aggressive,80,15,5
C4533,Conservative,40,40,20
C4534,Moderate,60,30,10
C4535,Aggressive,80,15,5
C4536,Aggressive,80,15,5
C4537,Aggressive,80,15,5
C4538,Moderate,60,30,10
C4539,Conservative,40,40,20
C4540,Aggressive,80,15,5
C4541,Moderate,60,30,10
C4542,Moderate,60,30,10
C4543,Moderate,60,30,10
C4544,Conservative,40,40,20
C4545,Moderate,60,30,10
C4546,Moderate,60,30,10
C4547,Moderate,60,30,10
C4548,Moderate,60,30,10
C4549,Moderate,60,30,10
C4550,Moderate,60,30,10
C4551,Conservative,40,40,20
C4552,Aggressive,80,15,5
C4553,Conservative,40,40,20
C4554,Aggressive,80,15,5
C4555,Moderate,60,30,10
